JobTitle,URL,Company,Location,Description,Date,Salary,DateScraped
,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DSgjPPcnEdvoK3uuxfISLALE6pB1FR7YSHOr_tSg5_QKRYSnOT6R6UOXzcwA0IQuhlZYPxCGDvvEsVnpnpxuLSMNGU6TiYtJ5tqsDN32-CGzuBZpvWT4MWO5xcWtbP7uMayPtuRkY2oPGHVd4_YU9p9rkPpliFq0xBr0zAyU3iruaJieFm2qeTOEoH8xt_NUxHSWUCMBXbEfqMZBzh7F30BNiQVRIppqQFCwjIG0KRAKOFbmaWXbGdRUFQu15a49k8vpxxHD0NnRJT0I6VH8IdNxqCIhYqec3_wp-Oti0ga7NnxDSYGqmBBXq6VaKLDYOL8ZLaO7m59hqTXC2_yCYrnlhi_pzatnwkghtxDrmpP6hqrAPREs-VuURZ6057beinnWwX_Xak8ZxmznfTfF0HOAdzlxROjRr1NC0Llul4CmZ5mBlwhfywp9n1EmOde9WTn6M2JmUGsIajC_vcGbYNhd7iQWu7eLvxgJB5pHOXt7RYlPS5pmgw4cofsX89bXxUEWHSbR3NXW0Aky4tIOU1jBim-ZzhXInYq27ZEhCqeIC9V0nIQ7Il&p=3&fvj=0&vjs=3,Toyota Research Institute,New York NY,"The ideal candidate is a self sufficient engineer with 3+ years of relevant experience, strong C++ development skills, and extensive experience with python and…",Just posted,$70 - $80 an hour,2021-06-18 01:10:38.352993
,https://indeed.com/rc/clk?jk=68b4820544ba95d6&fccid=df30a08564cdd12e&vjs=3,Simon & Schuster,New York NY ,"3-5 years professional experience working with Ruby on Rails or equivalent experience in object oriented languages such as Java, Python, C# or PHP and…",6 days ago,Unknown,2021-06-18 01:10:38.353990
Dev Other (Application Development),https://indeed.com/rc/clk?jk=2f5585d1ab70d443&fccid=0c39fb2c91742dcf&vjs=3,Morgan Stanley,New York NY,"Our core platform component development focus means that our primary clients are not the teams and individuals operating on the financial side, but their end…",8 days ago,Unknown,2021-06-18 01:10:38.353990
Mobile Application Tester,https://indeed.com/company/infolob/jobs/Mobile-Application-Tester-67edb569f8706ac9?fccid=5b83264e35625d6c&vjs=3,infolob,New York NY,"In-depth understanding of software development lifecycles, QA methodologies, QA processes & release management.
Job Types: Full-time, Contract.",Active 14 days ago,$21 - $65 an hour,2021-06-18 01:10:38.354989
Full Stack Developer – AI,https://indeed.com/rc/clk?jk=eaf11fe4ae4a80d3&fccid=f8b728c0f6f4871e&vjs=3,The New School,New York NY ,"The Full Stack Developer (AI) will leverage their expert knowledge of artificial intelligence, machine learning, and application development to create…",30+ days ago,Unknown,2021-06-18 01:10:38.355985
Python Developer,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS99tS4nqsASat5hSHxZiE-Itoj86SpKpMHaNFCfBCrmK5BmxrMVTrS1PncZAcoehxNWjupXE5HxUsDiTuXF8FWHiA8hHND747zeMG5TltS1f8GyFnNrMguAsRaWws_EJGmBywQdeStNNsHWhiQg5YUJgMZbRAz1H6O7bVZJ__aLUBR4xmq933k8OcJK0Yx_bE_c-wW9FTcWr95-wUSUXaLQOgf1bXZOP4vC3y6KBOsOqNAEWsOCrXSdgj51kqoAgo5qaa6ezTf8uX8TIdQO1RNjsmxJhRo_-f-s0_J6iweWU658bspCQH8mRkluFdXYt_Pj6EvS1LXYB1o0A5Yht6sIomrg3uJTNXhk5Opl40wrXtj-5JBU-4YaICfOj4lw3GGfBup4df9ENefa3l8lJ3_BKI-j3BksWBjZlHhqdo62qhOmKGiWM6jF14yLKPj52pVdpjMrhGJ5KVffQyI4GtiuRQ8OZtnTmqDQJBOiUpqg==&p=10&fvj=1&vjs=3,Precision Technologies Corp.,United States,"Solid understanding of software development principles and best practices.
2-4 years as a work experience as a Python Developer.",30+ days ago,"$66,000 - $71,831 a year",2021-06-18 01:10:38.355985
Fullstack Engineer,https://indeed.com/rc/clk?jk=760e7839b8a5ed73&fccid=8a2fab7a8b6807c6&vjs=3,Gallery Media Group,New York NY,"3-5 years experience in web based engineering ideally across devops, backend and frontend technologies.
Architect and develop highly-scalable applications and…",8 days ago,Unknown,2021-06-18 01:10:38.356986
"Software Engineer, Fullstack - Consumer Banking",https://indeed.com/rc/clk?jk=fecce9840be2d26a&fccid=c0222312b34b096a&vjs=3,Blend Labs,New York NY,"Proven industry experience as a software engineer (domain knowledge in enterprise software or home lending not required).
Meaningful equity and a 401(k) plan.",30+ days ago,Unknown,2021-06-18 01:10:38.357982
AWS DevOps Engineer,https://indeed.com/rc/clk?jk=7dec0be4c927e8c9&fccid=f15bfc513a14b84c&vjs=3,Hospital for Special Surgery,New York NY ,Cyber Security and Risk Management department is seeking a skilled DevOps Engineer with a strong cyber security background to join their Engineering and…,30+ days ago,Unknown,2021-06-18 01:10:39.399130
,https://indeed.com/company/Def-Method/jobs/Senior-Software-Engineer-943198294fd4e126?fccid=8705462b2e2930e5&vjs=3,Def Method,New York NY ,"\* Making software in small teams with active customer involvement.
\* Investment in learning: one month of professional development time for courses/conference…",Active 3 days ago,"$120,000 - $140,000 a year",2021-06-18 01:10:39.399130
Python Developer,https://indeed.com/company/Nava/jobs/Python-Developer-5b6a3c28ff481769?fccid=25e42098d7daadfb&vjs=3,Nava,New York NY,"Agile methodologies: 5 years (Preferred).
Working proficiency in a portion of software engineering disciplines and demonstrates understanding of overall…",Active 2 days ago,$43 - $55 an hour,2021-06-18 01:10:39.400122
"1353-Senior Software Engineer, New York, NY",https://indeed.com/company/Infoorigin-inc/jobs/Senior-Software-Engineer-a4beef798233e4cd?fccid=a6f1343d0f3bfab0&vjs=3,Infoorigin inc,New York NY,"We are looking for a senior software developer to lead the large scale software design, development, maintenance and support of investment services systems and…",Active 3 days ago,"$92,266 - $223,326 a year",2021-06-18 01:10:39.401121
Senior Software Engineer/ Front-End,https://indeed.com/company/And-Luxe-Inc./jobs/Senior-Software-Engineer-64cc60f519e5fe42?fccid=043edc2a1b9b7f78&vjs=3,And Luxe Inc.,New York NY ,"At times, contribute as a full-stack software engineer on an as needed or as desired basis.*.
Create and maintain analytics tooling.",Active 7 days ago,"$150,000 - $180,000 a year",2021-06-18 01:10:39.401121
,https://indeed.com/rc/clk?jk=26a3fa779cf87716&fccid=0c39fb2c91742dcf&vjs=3,Morgan Stanley,New York NY,"Websphere, RESTful WebServices, ExtJS 5.x, jQuery, Angular, Python.
Experience in the development of service oriented architecture application, good…",7 days ago,Unknown,2021-06-18 01:10:39.402117
,https://indeed.com/rc/clk?jk=65beda37919eff04&fccid=a4e4e2eaf26690c9&vjs=3,Accenture,New York NY,"Developing software solutions for real end users, in any of the following platforms: mobile, web, desktop or embedded.
Working on cross-functional teams.",7 days ago,Unknown,2021-06-18 01:10:39.402117
FIX Engineer,https://indeed.com/rc/clk?jk=6cc00e758082d3e9&fccid=e127f4594cdf24f4&vjs=3,Credit Suisse,New York NY,"User training, troubleshooting, development of support procedures, system testing, and implementation.
In this role you will analyze data processing problems…",30+ days ago,Unknown,2021-06-18 01:10:39.403114
,https://indeed.com/rc/clk?jk=8de68932562e7680&fccid=f042b91ff3f82696&vjs=3,Regeneron,New York NY,"Optimize RGC’s data on the Redshift platform to support highly performant APIs, visualization tools, and data analytics.",1 day ago,Unknown,2021-06-18 01:10:39.404111
,https://indeed.com/rc/clk?jk=8d2618cbeefce11d&fccid=aaf3b433897ea465&vjs=3,"JPMorgan Chase Bank, N.A.",New York NY,"Build applications based on cloud-native principles and deploy to cloud platforms.
Design and develop applications by gathering requirements from users.",1 day ago,Unknown,2021-06-18 01:10:39.404111
Cloud Engineer - AWS,https://indeed.com/company/Petabloc---Cloud-Consulting/jobs/Cloud-Engineer-34200564e4cd5daa?fccid=5701ce14c514db27&vjs=3,Petabloc - Cloud Consulting,New York NY,"Work with project managers to ensure business and development needs are met.
Proven experience with Terraform is required.
Proven experience with Amazon AWS.",Active 21 days ago,"$100,000 - $140,000 a year",2021-06-18 01:10:39.405110
Senior Software Engineer,https://indeed.com/rc/clk?jk=2fc4d0fcd957aa08&fccid=25b5166547bbf543&vjs=3,AT&T,New York NY,"Background or interest in mathematics, analytics, statistics, probability or machine learning.
Experience with stream-based passed processing models,…",30+ days ago,Unknown,2021-06-18 01:10:39.406106
Software Developer,https://indeed.com/rc/clk?jk=9715aa30152aae96&fccid=93452a77e3bbc0e9&vjs=3,II-VI Incorporated,Pine Brook NJ ,"The software developer will be a member of the Analytics group and will work in conjunction with the data scientists and engineers to design, build, deploy, and…",30+ days ago,Unknown,2021-06-18 01:10:39.406106
Application Developer,https://indeed.com/rc/clk?jk=3b72946e4b92788c&fccid=4d7e317a90a915fd&vjs=3,Voya Financial,New York NY ,"Involvement with implementation of longer-term project as well as smaller project tasks; ability to multi-task is critical.
NET MVC (4 or newer a plus).",30+ days ago,Unknown,2021-06-18 01:10:39.407104
Full-Stack Software Engineer,https://indeed.com/rc/clk?jk=b3c4c2b79873249e&fccid=8b952e9f83d63a4a&vjs=3,OpenSea,New York NY,"Prioritization of strategic decision making and long-term value creation, amidst a noisy industry.
2+ years experience with full-stack web development.",30+ days ago,Unknown,2021-06-18 01:10:40.000177
"Software Engineer II, Android",https://indeed.com/rc/clk?jk=85dbec216ed0d988&fccid=92b6ad9b1bd886b6&vjs=3,Turner,New York NY,"Paid time off every year to volunteer for eligible employees.
Proficiency with Java & Kotlin with a desire to continue learning the ins and outs of the language…",15 days ago,Unknown,2021-06-18 01:10:40.001175
,https://indeed.com/rc/clk?jk=33fe7691e14160c5&fccid=2450f074763f2a1a&vjs=3,SIMON Markets,New York NY ,"3-5 years of software engineering related experience, preferably within financial or wealth management technology.
Excellent written and verbal communication.",Just posted,Unknown,2021-06-18 01:10:40.002174
Software Development Engineer,https://indeed.com/rc/clk?jk=f8c70208f55e0295&fccid=d52b2cdfd4929b0a&vjs=3,Pixafy,New York NY ,"The developer works closely with the team to interpret and execute designs for eCommerce clients, while creating and maintaining common code libraries and…",23 days ago,Unknown,2021-06-18 01:10:40.003173
"Front End Developer, Ad Dev",https://indeed.com/rc/clk?jk=73207f44593f0367&fccid=b909eaba32633189&vjs=3,Dotdash,New York NY ,"Minimum of two+ years experience in a similar front-end role.
Integrate with a headless CMS, and create API endpoints for integration to other first- and third…",8 days ago,Unknown,2021-06-18 01:10:40.003173
Software Engineer (Golang),https://indeed.com/company/Cirrus-Data-Solutions-Inc./jobs/Software-Engineer-7a2e531c00d8dab8?fccid=11fb014981daf686&vjs=3,Cirrus Data Solutions Inc.,Syosset NY ,"2+ years of experience in software development.
Knowledge in SAN and cloud storage architecture.
Please describe your experience and knowledge on Go …",Active 4 days ago,"$80,000 - $125,000 a year",2021-06-18 01:10:40.004168
Backend Software Development Engineer II,https://indeed.com/rc/clk?jk=9acc8e2045483e62&fccid=3e9b269328805689&vjs=3,Audible,Newark NJ,"Experience building complex large scale software systems servicing millions of users.
Development in object-oriented design, big data and large scale…",30+ days ago,Unknown,2021-06-18 01:10:40.005166
,https://indeed.com/rc/clk?jk=43f857bc6bd23f6c&fccid=a5b4499d9e91a5c6&vjs=3,Google,New York NY ,"Partner with external design partners to output design direction, engineering colleagues on product roadmaps and technical design documents for execution and…",3 days ago,Unknown,2021-06-18 01:10:40.005166
Programmer I,https://indeed.com/rc/clk?jk=d11fd110fe7ca602&fccid=848e72c84ce4a7a7&vjs=3,NYU Langone,New York NY,"The individual must possess the core programming skills and be able to focus on, Python, R, HTML, CSS, SQL,.net, algorithm, c+, java, matlab, php.",19 days ago,Unknown,2021-06-18 01:10:40.006163
"Lead Software Engineer, User Systems",https://indeed.com/rc/clk?jk=f5de82c46210180d&fccid=1b50fcfb150b1b48&vjs=3,The New York Times,New York NY,"Ensure that our systems are highly available, scalable, secure, observable, operable, and performant so that we can support hundreds of millions of users in an…",30+ days ago,Unknown,2021-06-18 01:10:40.007161
"Agile Product Engineering, Professional, Software Engineer",https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AG0rhuLL3cCu-aCJvk-Al_nvgarBmBw6LBqSVT3WE0uEX2V6ZZqg-tRDIMk7RnP2sGuQy2F-3W1e1B2XhPZ9q7rSgyy0S8KpKcV4ChMAtRrtWWjEcM9BfhLnqu0DMLNNYfINEYxaCaTrwKygHBq6jBtVJKP-HW4B8VX3Zu_tH9vYsPkmKTrT0mY_2mmXhAl9jwX04uPE_DDK9PmDI099wnu0FE_1eiCOgPhFyi4SqKWZmXy0MWYAK_3_e83YcpFM_VaKU-qnFUZSd0xMecRFk1sP24JQlzfPFnsitJjQYYVGwtStIIscqPjNFusfu995AtGTTj6LTLk557VqD6Eclmod6v1lNvOtZdsNFi_FCXXamu-GUsKy3M8LHTzrd5by_QMrseE8DVI35lufasAehhPKGCoYffc1LhTwsenq2EHwM2L6e7FD-qO9cMT-3nlB5c7wfrpxxvmQTiwcsajaY73LoiYArJzvYVbuS7FQSqwgdWtnyIg38hWnRROZEsp2vo86G55tQGnCKJiDEXm6YM64BXTr8hzPQ=&p=10&fvj=0&vjs=3,MVP Health Care,New York NY,"The engineer works with business and technology partners to deliver software solutions to support the business.
1+ years' experience in an Agile environment.",9 days ago,Unknown,2021-06-18 01:10:40.007161
,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BlBzpHhQGtwPyrid7WmDmbPu47Vp95PX7trHH40cZjYUzbZOnr8LRREd73lwQX-sKAbNGSBfvR3oe6rKFGBDpcr_JVIX4ZMYAKhHem1jt1xOKsiWmXNe2e4TiSso6qwiDqsDmxKA6T5486FBgmFFLiZ6HQa7prjzlg9nv_YF7M9FVok3xli-HBvX3Gs1TUUx_5KCbwFd9OMmUExXtDKISLv2yB4gT6mzhA90l-o-0TQwkxhu8-nvXRqhSd-wG0QhiPPOvjrAilSOIn67alZhkbKOf-sD66-b8G-1ylqX9Q1LQfp6bWFlwwENiDs16KWzHRx-04f9i5tHpMadKJkJUEmrzjeb1XGgr2xcljatj2RRo19zMo-h2fdJma--t96e5AMeLRjSblxUBdkuLCixRaIQbzKquVCTsVxskQtglCTa2PE05cQM1UksoPu-Y7gOhprQ5WnOIJNLV56RTly7aP-cqh_oGHaKJyt6RO0Tar7BtQ9Fi94y_W0iotRM327deO8iQZ5WZiTUe74QQKtDrmnpQkEzphbPLaHadGbefpbLuiAZUj-2gN5UyHrIM9t_g=&p=11&fvj=0&vjs=3,The Hartford,New York NY ,"Bachelors or Masters in Engineering or similar degree.
The teams supports industry leading monitoring/observability and logging framework for a large On-Prem…",Today,Unknown,2021-06-18 01:10:40.008164
Senior Software Engineer - Employer Growth,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DV6_kkESE-IH3-6b6P6D-PTja5UzDFTPJr2bN2PQBj2BesJua0_1H6jyHIkYB0pzWGLk1Nz9LbzPpykCi352I9U5wk5mjZBI2eNH9ZGGB6e4SgriE4_s8QlIBPVOMLyZe6bYpyocdrrZgtar6pmGOMixoc2tfHDHTmgu0Cw1DR9GQI_uBwYl7isdYo_9Cr3TTYlpMNCymm85_nZGBCtc33BFA6R0vZnIKD4POnifPv0bJQD9nNqgHgjUEA38fYmWWsZqHMVz0hVtKlcHrFLJLhtFsfPi4WYO-beLQvfxiXuDi1tMujEOk5GfeTz6OsQPluEBsx94hXNTd22ikuAfR1hQgp6WjKpxqdhys6RfumFgt0kXV_e7JGnUG9vFf6PrVEtvlW24K3lUjEsZqX3QHPW6lhrI9K44XAJuAeViM_9I6PM5Aerl2K8p10CkuZzEDkwH3SJgeJTj9i9aLkdXl941JNoA9KLeHmtlj52YuVbi_OxAj3nOQKhe4o4iBEZl6szlXdzIh4asVBj_MANlJU&p=12&fvj=1&vjs=3,Indeed,New York NY,"Design, develop, and deliver monetization product features as a full-stack engineer.
Get the satisfaction of knowing that you helped connect people to that…",30+ days ago,"$116,000 - $142,000 a year",2021-06-18 01:10:40.009154
Software Engineer (Backend),https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BlxxBnWW1bkqkwMMFSt5r9ZzUO58dRhPTB7I3_ooPxbU3kLUiRIACTTb2AjFwEjK29SmdfZkn60Ki_NMScoij11uMaf3FXRWKMgUSd-th2TcbI9ig5K5PWBQjYr79wtoXY29CuUomL5j3Wdrdr078rjYPiQxbiPo3pbnDfhpOT9FtSFJVqQCcBDs1ArfNgfXZeKibowUWiYV4nZbFHHyqX4Hh-fRvk7q7lxzo-Snahntl4iDSY7ICb9IrtbcUybchyUYmtoRt7HxSHluFRgsn9p_bnvX9Empp1P1_653eqNQt1jOBsrNy-N_rYi97lcTCbImLe6HN1PPmNyyZ2hi9kWn8yKLqperY2H9gBRMx793ia1UH8jXfP4pL4An19c_8tgxdfnUOHBQ0CGhCKNmgaFvp8fxGCp_-SDv1YLaKaDNRH8U09s351VKznl0MnuJZFV-kunTUIrh4x71DUbh6k9ts7hRFgmKYW4gszTovHj_ZsxZJ0h98B_KKMQm6pzoE=&p=13&fvj=1&vjs=3,"Menusifu, Inc.",New York NY ,"Experiences in cloud-based software development on AWS at scale.
Deliver high quality, scalable and heavily tested software that is modular, secure, reliable…",Active 3 days ago,"From $110,000 a year",2021-06-18 01:10:40.010153
Senior Software Engineer,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AVmeVdBxbwCBum3pEXmqWPa4HbGlv0gYd5ueWyFHBBN-Xjh6Ps-uxmaAB-cLhha9pwozugv9r_3gfrc4iS_JY2cxNJz3Hl6xhXK30aq36bVYrusP39yCJ9GQh-XrNuAOv3lD7GQyPMg9L7GlLMg2jbHW5o4s-MRiPcrBGXB1k-plPZ-b52qbO2Yz1OqLXfxdOPil25Y0bPIsddJdqtE8zEiTANayNSl6z5ts9d5WYBuQQtRQBoHTBLeIfuVquzQgbbKUPx98-jENYPe6LLyo0NxWYdy_y1BhfR-eWj8E9DwBPDyHsSAJVr6pI7l57d_wynKOQeUOKraHckmlWSpbpD4FxhnQeFUcXO9MWtiM-cqg-IqXM91MNg-VzGa3lLFo6mBwccezIcAUUs9KAriHAIDtkWvE34VwIDMldhEUw68PVXc0xW7Wz46hNb7nRvmFvILngCJTnzkcXaiv8cLvQxbp71IBqvNksstCsT0LuoX26faQUUJGHpyLlP4Ao_YZOZ5gk5ZX2N20fKbQ7tfEoMIYBiqCJs7xUFqpCjyY4fT6cLwXtD2KHbRKrUXFFypkmCiSCfK_MvdAOTrgPyMCKp3vyNHrOHmRez4fFS1trTT5_DIDKDfNfNJgeLrF81pkj0QrPlwxtFM9bIvpZofJs36PPoznVZ42ZuhjkA1Y4T-dQWg1YBzfiRc29h36Rxj2w6-pgjNgpW1zJapyJ6MZqWCRXa3a7gF-R5D70r0lufzoipIro_7fEm&p=14&fvj=0&vjs=3,Fora Financial LLC,New York NY ,"There are opportunities to improve existing software and new development initiatives every quarter.
Participate in code reviews and mentor/train junior…",15 days ago,Unknown,2021-06-18 01:10:40.010153
Software Engineer,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0COmNUjquYipn4T5T3v3eR3vfF0zF3_Xgzj_0k7VS-7h_asJE6F5Iyl70pRC037LNU4Eq8zvhYOqlVz8sZO_T8_vqblrj3alv88DhL_8XmWYTQL9A_iilxWVY4EHmSUTPFKzbzIrYIgAV8fLCZNYWfkLiLufCiwUyVEnZWKsqQG-rQuB7vrXo3SdDpMz_xBV46_VspowiQqvhO2xmgVCrax9aYsEdLY70Pfj606mYfl3s-PfXq_E5PSVfHhqlcqqm8D4NuLAqQbMpSrL32KAWPFNTPP23iKrKwyeJLJLjAehOu5R2J9t1L0w7WOxsS_72k_gAD5HJV8NiHyFlEuQGd4yshdFQS4NuhyCo4CydR2JNwO2kyqxsS6oX8ZydWkL2-2UPQhOxoGKe66SQQJawTlTdZWzpOgiOh7mZYERfLLbKKcaGwCYWTCdDKzKYoBDwyGbSI9kNRAXj8P_5Cz73aXRGaL_pRhzLvrn9nivCyxw0d6l1hMZXkhKfMx1Qg97NY=&p=15&fvj=1&vjs=3,Chain Asset Management Solutions,New York NY,"You would like to use great technology to visually create web and mobile applications and implement these in a reliable, scalable and secure way using the…",30+ days ago,Unknown,2021-06-18 01:10:40.011149
,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BQrdetes7n0cYXKSbrs22LNcO5oe4OWX_C8sbuwb916b7WmTzUHyf_lPxto0R19MdUtIOWkn-TMWmNHGSsQK7USnR3j4_XBtlwR6Cj4dkqDI56cgh4kYCnB61zl3g6C_R0cbdAnDrytE1XrPLduproY30782D7wDJZLQJ_vlz1LxqfZkdZeW9LjArhW3nC6lqIh5byI_bBaosXcTTcQK-tzQ4MpOYR0clWnG4geJ-kBB8MW-USErsOaNk4xsb60ZeuLrlSvCOvCUTrhp0OtssdXtMfYDwEyNhohw7BR6OVbNLRVc-ZXHDThY8S8Di6nBuBQIuTELjG9DUXmiupoOUUeH0TQOMbCXITo1JsPmMirEAIru9zGXVSB6-jur0jNmdLvrR5qE2dsHCdWNHW7wc1s8Z1CDALovW7UvvErQUe-lzDLbYeWcx-XdygUE6cTT0LCfFev4s7hHqUDLbhDkTGeaOQNpNaj8WW47tt0bBLswNayKKngSk3&p=16&fvj=1&vjs=3,All American Healthcare Services Inc,Newark NJ ,"Develop and enhance software for web-based and mobile-optimized applications, server and embedded projects.
Consult and advise senior leaders on best practices…",Active 3 days ago,"$70,000 - $90,000 a year",2021-06-18 01:10:40.012155
Lead Software Engineer: Client Engineering,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4SAagZSelAXcC1iZqM3NSVB_8D7LZX7MJoPNTF3s12Dk-E5cRI7ybHD_Y2H18U4BvhcJVzKUGNqcok0Uok9XERKDQZtrXXdX8Xl0XLhPgosLIGn86NgCxESRNvi8xreQujJcw9K0caGZyhQOiz7jcWSEB2SwrZi1kDtHm0_9DTY0w0UgGip-pOUm7pZklIstcIyzOhHGHzQJdxXQxUKQfylzbTTYW3vgJos0viJY8Xhj1bq24Wj2kq1jc5WbuRCNQqkMEatEvw8IHT9oaTLr7PqWxuPYFV_UUJO3u739BAXkbJQuxPlqQiQ_X0hgDD8cfLiiv_Hqe3TF9zBB2DBX-SbMVS7qHkiYlBsY--ehS6ZMdFBhTRvtZYvvV4_CzB6jJA6mx5U6CQiejnoju8ICbkXrOMyrD5mPIpDpmpejlfs9wTrf8OC4l8RiNi-qoqgLL-4bQUcopQOXagucgvCjLdypAzzliJToTUDlOIkFA1VAhP_df-XJo3XgbIF8vdpkMocVMUzIghXqEZ8ADC2J3&p=17&fvj=1&vjs=3,SpinCar,New York NY ,"Mentor junior engineers in good software engineering practices.
5 years of professional experience in software engineering or IT.",Active 2 days ago,Unknown,2021-06-18 01:10:40.012155
PHP Engineer,https://indeed.com/rc/clk?jk=c5543507a2979cf1&fccid=3c4418c05a3a90fc&vjs=3,Highbrow-Tech,Whippany NJ,"Participate and contribute in the full project life cycle, including gathering requirements, system design, implementation, testing, deployment, and support of…",30+ days ago,Unknown,2021-06-18 01:10:41.053104
"Security Engineer, Special Projects",https://indeed.com/rc/clk?jk=55ce5ee623a3e682&fccid=d26901b7a9b35c6c&vjs=3,BlockFi,New York NY,"Navigating complex technical problems and providing insight, technical direction, and technical execution will be your day-to-day.",30+ days ago,Unknown,2021-06-18 01:10:41.054102
Software Engineer (C# .Net),https://indeed.com/rc/clk?jk=654a051e34de6bb7&fccid=48d865ee21517f2f&vjs=3,NICE,Hoboken NJ ,"Enter NICE Mattersight – the only company that uses personality analysis and big data analytics to improve every customer call, increase customer satisfaction…",20 days ago,Unknown,2021-06-18 01:10:41.054102
Dev Ops Lead,https://indeed.com/rc/clk?jk=93e13b36d0049af0&fccid=2def7d54e58df8ff&vjs=3,Success Academy Charter Schools,New York NY,"Collaborate with Engineering, Infrastructure, and teams outside of Technology to ensure smooth and reliable operation of software and systems to meet business…",30+ days ago,Unknown,2021-06-18 01:10:41.055099
Software Engineer II,https://indeed.com/rc/clk?jk=0f20b9108bdabbad&fccid=95c19d855902beb5&vjs=3,BlueVoyant,New York NY,"At least 5 years of experience in development, test, and operational deployment of production software.
Demonstrate familiarity with cloud-based, big data…",30+ days ago,Unknown,2021-06-18 01:10:41.056096
Application Integration Specialist,https://indeed.com/rc/clk?jk=a5c38af8a791d165&fccid=e6d53db1fd85d07d&vjs=3,Adelphi University,Garden City NY ,"Supports mission-critical enterprise applications in accordance with business processes, University policies, IT procedures, and vendor specifications.",28 days ago,Unknown,2021-06-18 01:10:41.056096
Senior Software Engineer - APIs,https://indeed.com/rc/clk?jk=131f73145b4db356&fccid=326b20ed3e55e12b&vjs=3,Kensho,New York NY ,"Engineer flexible solutions that can be deployed on our AWS cloud platform, or within a customer’s cloud platform.
Triage and resolve customer reported issues.",30+ days ago,Unknown,2021-06-18 01:10:41.057094
Corporate Treasury - Software Engineer,https://indeed.com/rc/clk?jk=d8ef5a1c1e2e23b0&fccid=16a97ed26c75bf2d&vjs=3,Goldman Sachs,New York NY ,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…",30+ days ago,Unknown,2021-06-18 01:10:41.058091
"Senior Software Engineer, Full-Stack",https://indeed.com/rc/clk?jk=490ea55a8b59dd6d&fccid=9a5d9b550e93165a&vjs=3,Visor,New York NY,"This role requires an understanding of marketing concepts and familiarity with marketing technology (e.g. email marketing/marketing automation, sequencing…",20 days ago,Unknown,2021-06-18 01:10:41.058091
Sr. Embedded/Firmware Software Engineer/Perm Position/Onsite,https://indeed.com/company/United-Business-Solutions-Inc/jobs/Senior-Embedded-Firmware-Software-Engineer-Perm-Position-Onsite-2921340c4547ea0a?fccid=16a3b20928e3683f&vjs=3,United Business Solutions Inc,Great Neck NY,"Embedded software: 5 years (Required).
Embedded development on Linux based systems: 5 years (Required).
Candidates must be able to work in the office every day.…",Active 3 days ago,Unknown,2021-06-18 01:10:41.059088
,https://indeed.com/rc/clk?jk=ccadc0b3413acc4d&fccid=070ddd31b887a3e9&vjs=3,Beacon Platform Inc,New York NY ,"As a Securitized Products Quantitative Developer at Beacon Platform, you will be working within a team to build product support for new securities, as well as…",6 days ago,Unknown,2021-06-18 01:10:41.060086
